sys_id,name,hostname,fqdn,ip_address,os,os_version,ram_gb,cpus,company,environment,business_criticality,location,virtual,subnet,serial_number
SYS6816,app-06817,app-06817,app-06817.dc3.corp,10.30.44.240,ubuntu,22.04,10,7,Corp,staging,high,dc3,true,10.30.44.0/24,SN706816
SYS6817,web-06818,web-06818,web-06818.dc1.corp,10.10.5.10,centos,8.4,8,2,Corp,prod,medium,dc1,true,10.10.5.0/24,SN706817
SYS6818,app-06819,app-06819,app-06819.dc2.corp,10.20.31.137,rhel,8.6,13,7,Corp,prod,medium,dc2,true,10.20.31.0/24,SN706818
SYS6819,app-06820,app-06820,app-06820.dc2.corp,10.20.51.66,ubuntu,22.04,4,5,Corp,prod,high,dc2,true,10.20.51.0/24,SN706819
SYS6820,srv-06821,srv-06821,srv-06821.dc1.corp,10.10.53.235,ubuntu,22.04,14,8,Corp,prod,high,dc1,true,10.10.53.0/24,SN706820
SYS6821,cache-06822,cache-06822,cache-06822.dc1.corp,10.10.44.203,centos,7.9,18,4,Corp,prod,medium,dc1,true,10.10.44.0/24,SN706821
SYS6822,web-06823,web-06823,web-06823.dc1.corp,10.10.12.226,centos,8.4,7,2,Corp,prod,low,dc1,true,10.10.12.0/24,SN706822
SYS6823,srv-06824,srv-06824,srv-06824.dc1.corp,10.10.31.109,centos,7.9,12,6,Corp,prod,low,dc1,true,10.10.31.0/24,SN706823
SYS6824,mon-06825,mon-06825,mon-06825.dc1.corp,10.10.33.243,ubuntu,22.04,5,3,Corp,prod,high,dc1,true,10.10.33.0/24,SN706824
SYS6825,srv-06826,srv-06826,srv-06826.dc1.corp,10.10.36.20,ubuntu,22.04,16,2,Corp,prod,high,dc1,true,10.10.36.0/24,SN706825
SYS6826,hdop-06827,hdop-06827,hdop-06827.dc2.corp,10.20.55.153,centos,7.9,64,16,Corp,prod,low,dc2,false,10.20.55.0/24,SN706826
SYS6827,app-06828,app-06828,app-06828.dc1.corp,10.10.54.83,ubuntu,22.04,7,5,Corp,prod,high,dc1,true,10.10.54.0/24,SN706827
SYS6828,srv-06829,srv-06829,srv-06829.dc1.corp,10.10.8.179,debian,11,13,8,Corp,prod,medium,dc1,true,10.10.8.0/24,SN706828
SYS6829,k8s-w-06830,k8s-w-06830,k8s-w-06830.dc1.corp,10.10.28.224,ubuntu,22.04,64,16,Corp,prod,low,dc1,false,10.10.28.0/24,SN706829
SYS6830,app-06831,app-06831,app-06831.dc3.corp,10.30.6.28,ubuntu,22.04,13,8,Corp,staging,medium,dc3,true,10.30.6.0/24,SN706830
SYS6831,app-06832,app-06832,app-06832.dc2.corp,10.20.3.84,rhel,8.6,4,8,Corp,prod,medium,dc2,true,10.20.3.0/24,SN706831
SYS6832,srv-06833,srv-06833,srv-06833.dc2.corp,10.20.3.66,debian,11,14,6,Corp,prod,low,dc2,true,10.20.3.0/24,SN706832
SYS6833,app-06834,app-06834,app-06834.dc2.corp,10.20.46.65,rhel,8.6,11,5,Corp,prod,medium,dc2,true,10.20.46.0/24,SN706833
SYS6834,srv-06835,srv-06835,srv-06835.dc3.corp,10.30.12.142,windows,2019,4,5,Corp,staging,medium,dc3,true,10.30.12.0/24,SN706834
SYS6835,app-06836,app-06836,app-06836.dc1.corp,10.10.10.31,ubuntu,22.04,6,8,Corp,prod,medium,dc1,true,10.10.10.0/24,SN706835
SYS6836,app-06837,app-06837,app-06837.dc2.corp,10.20.15.69,ubuntu,22.04,10,7,Corp,prod,high,dc2,true,10.20.15.0/24,SN706836
SYS6837,cache-06838,cache-06838,cache-06838.dc1.corp,10.10.19.163,centos,7.9,21,4,Corp,prod,medium,dc1,true,10.10.19.0/24,SN706837
SYS6838,hdop-06839,hdop-06839,hdop-06839.dc1.corp,10.10.53.210,centos,7.9,64,16,Corp,dev,high,dc1,false,10.10.53.0/24,SN706838
SYS6839,mon-06840,mon-06840,mon-06840.dc2.corp,10.20.20.247,ubuntu,22.04,5,3,Corp,prod,low,dc2,true,10.20.20.0/24,SN706839
SYS6840,srv-06841,srv-06841,srv-06841.dc1.corp,10.10.17.8,windows,2019,9,4,Corp,staging,medium,dc1,true,10.10.17.0/24,SN706840
SYS6841,hdop-06842,hdop-06842,hdop-06842.dc1.corp,10.10.46.186,centos,7.9,64,16,Corp,dev,medium,dc1,false,10.10.46.0/24,SN706841
SYS6842,srv-06843,srv-06843,srv-06843.dc1.corp,10.10.17.216,windows,2019,4,2,Corp,prod,medium,dc1,true,10.10.17.0/24,SN706842
SYS6843,app-06844,app-06844,app-06844.dc1.corp,10.10.44.103,centos,7.9,6,2,Corp,staging,low,dc1,true,10.10.44.0/24,SN706843
SYS6844,srv-06845,srv-06845,srv-06845.dc1.corp,10.10.49.35,centos,7.9,12,7,Corp,staging,low,dc1,true,10.10.49.0/24,SN706844
SYS6845,k8s-w-06846,k8s-w-06846,k8s-w-06846.dc1.corp,10.10.52.38,ubuntu,22.04,64,16,Corp,prod,high,dc1,false,10.10.52.0/24,SN706845
SYS6846,srv-06847,srv-06847,srv-06847.dc2.corp,10.20.29.225,windows,2019,7,4,Corp,prod,low,dc2,true,10.20.29.0/24,SN706846
SYS6847,app-06848,app-06848,app-06848.dc3.corp,10.30.29.73,ubuntu,22.04,13,8,Corp,prod,medium,dc3,true,10.30.29.0/24,SN706847
SYS6848,srv-06849,srv-06849,srv-06849.dc2.corp,10.20.24.203,windows,2019,5,2,Corp,staging,high,dc2,true,10.20.24.0/24,SN706848
SYS6849,app-06850,app-06850,app-06850.dc2.corp,10.20.28.129,ubuntu,22.04,5,6,Corp,staging,medium,dc2,true,10.20.28.0/24,SN706849
SYS6850,app-06851,app-06851,app-06851.dc2.corp,10.20.10.105,centos,7.9,11,3,Corp,prod,low,dc2,true,10.20.10.0/24,SN706850
SYS6851,app-06852,app-06852,app-06852.dc1.corp,10.10.45.184,ubuntu,22.04,4,5,Corp,prod,high,dc1,true,10.10.45.0/24,SN706851
SYS6852,app-06853,app-06853,app-06853.dc1.corp,10.10.17.22,centos,7.9,16,2,Corp,prod,low,dc1,true,10.10.17.0/24,SN706852
SYS6853,app-06854,app-06854,app-06854.dc2.corp,10.20.36.227,ubuntu,22.04,5,6,Corp,staging,high,dc2,true,10.20.36.0/24,SN706853
SYS6854,app-06855,app-06855,app-06855.dc1.corp,10.10.10.97,centos,7.9,14,4,Corp,dev,medium,dc1,true,10.10.10.0/24,SN706854
SYS6855,cache-06856,cache-06856,cache-06856.dc1.corp,10.10.60.139,centos,7.9,23,4,Corp,prod,low,dc1,true,10.10.60.0/24,SN706855
SYS6856,hdop-06857,hdop-06857,hdop-06857.dc1.corp,10.10.54.10,centos,7.9,64,16,Corp,prod,high,dc1,false,10.10.54.0/24,SN706856
SYS6857,cache-06858,cache-06858,cache-06858.dc1.corp,10.10.45.112,centos,7.9,18,4,Corp,prod,high,dc1,true,10.10.45.0/24,SN706857
SYS6858,app-06859,app-06859,app-06859.dc1.corp,10.10.36.145,ubuntu,22.04,16,5,Corp,prod,medium,dc1,true,10.10.36.0/24,SN706858
SYS6859,app-06860,app-06860,app-06860.dc2.corp,10.20.5.47,centos,7.9,11,3,Corp,prod,medium,dc2,true,10.20.5.0/24,SN706859
SYS6860,app-06861,app-06861,app-06861.dc1.corp,10.10.34.248,rhel,8.6,15,7,Corp,prod,low,dc1,true,10.10.34.0/24,SN706860
SYS6861,app-06862,app-06862,app-06862.dc1.corp,10.10.51.162,centos,7.9,15,4,Corp,prod,medium,dc1,true,10.10.51.0/24,SN706861
SYS6862,srv-06863,srv-06863,srv-06863.dc1.corp,10.10.51.168,ubuntu,22.04,11,6,Corp,prod,medium,dc1,true,10.10.51.0/24,SN706862
SYS6863,srv-06864,srv-06864,srv-06864.dc1.corp,10.10.30.192,windows,2019,16,6,Corp,dev,medium,dc1,true,10.10.30.0/24,SN706863
SYS6864,app-06865,app-06865,app-06865.dc3.corp,10.30.2.142,rhel,8.6,15,7,Corp,dev,medium,dc3,true,10.30.2.0/24,SN706864
SYS6865,app-06866,app-06866,app-06866.dc1.corp,10.10.48.3,centos,7.9,6,5,Corp,dev,low,dc1,true,10.10.48.0/24,SN706865
SYS6866,web-06867,web-06867,web-06867.dc1.corp,10.10.38.67,ubuntu,22.04,4,4,Corp,prod,high,dc1,true,10.10.38.0/24,SN706866
SYS6867,app-06868,app-06868,app-06868.dc3.corp,10.30.17.209,rhel,8.6,9,3,Corp,prod,medium,dc3,true,10.30.17.0/24,SN706867
SYS6868,db-06869,db-06869,db-06869.dc2.corp,10.20.10.91,centos,7.9,37,12,Corp,staging,medium,dc2,true,10.20.10.0/24,SN706868
SYS6869,srv-06870,srv-06870,srv-06870.dc3.corp,10.30.23.111,centos,7.9,7,3,Corp,staging,high,dc3,true,10.30.23.0/24,SN706869
SYS6870,srv-06871,srv-06871,srv-06871.dc2.corp,10.20.9.243,ubuntu,22.04,5,2,Corp,prod,high,dc2,true,10.20.9.0/24,SN706870
SYS6871,hdop-06872,hdop-06872,hdop-06872.dc2.corp,10.20.14.191,centos,7.9,64,16,Corp,prod,high,dc2,false,10.20.14.0/24,SN706871
SYS6872,app-06873,app-06873,app-06873.dc1.corp,10.10.37.142,centos,7.9,5,2,Corp,prod,high,dc1,true,10.10.37.0/24,SN706872
SYS6873,db-06874,db-06874,db-06874.dc2.corp,10.20.34.208,centos,7.9,45,11,Corp,prod,high,dc2,true,10.20.34.0/24,SN706873
SYS6874,app-06875,app-06875,app-06875.dc2.corp,10.20.2.43,rhel,8.6,12,6,Corp,dev,low,dc2,true,10.20.2.0/24,SN706874
SYS6875,app-06876,app-06876,app-06876.dc2.corp,10.20.35.32,rhel,8.6,14,5,Corp,dev,medium,dc2,true,10.20.35.0/24,SN706875
SYS6876,app-06877,app-06877,app-06877.dc1.corp,10.10.35.65,ubuntu,22.04,16,7,Corp,dev,high,dc1,true,10.10.35.0/24,SN706876
SYS6877,hdop-06878,hdop-06878,hdop-06878.dc3.corp,10.30.33.11,centos,7.9,64,16,Corp,prod,medium,dc3,false,10.30.33.0/24,SN706877
SYS6878,db-06879,db-06879,db-06879.dc1.corp,10.10.13.169,centos,7.9,49,10,Corp,prod,high,dc1,true,10.10.13.0/24,SN706878
SYS6879,db-06880,db-06880,db-06880.dc2.corp,10.20.38.49,oracle linux,8.6,64,12,Corp,prod,low,dc2,true,10.20.38.0/24,SN706879
SYS6880,app-06881,app-06881,app-06881.dc3.corp,10.30.10.205,centos,7.9,4,6,Corp,staging,high,dc3,true,10.30.10.0/24,SN706880
SYS6881,db-06882,db-06882,db-06882.dc1.corp,10.10.55.210,centos,7.9,51,9,Corp,prod,medium,dc1,true,10.10.55.0/24,SN706881
SYS6882,app-06883,app-06883,app-06883.dc2.corp,10.20.49.132,rhel,8.6,16,6,Corp,prod,medium,dc2,true,10.20.49.0/24,SN706882
SYS6883,hdop-06884,hdop-06884,hdop-06884.dc2.corp,10.20.17.229,centos,7.9,64,16,Corp,staging,medium,dc2,false,10.20.17.0/24,SN706883
SYS6884,app-06885,app-06885,app-06885.dc1.corp,10.10.14.68,ubuntu,22.04,7,6,Corp,prod,medium,dc1,true,10.10.14.0/24,SN706884
SYS6885,app-06886,app-06886,app-06886.dc1.corp,10.10.38.98,rhel,8.6,5,2,Corp,dev,low,dc1,true,10.10.38.0/24,SN706885
SYS6886,srv-06887,srv-06887,srv-06887.dc1.corp,10.10.60.17,debian,11,14,4,Corp,prod,medium,dc1,true,10.10.60.0/24,SN706886
SYS6887,hdop-06888,hdop-06888,hdop-06888.dc1.corp,10.10.17.224,centos,7.9,64,16,Corp,prod,high,dc1,false,10.10.17.0/24,SN706887
SYS6888,k8s-w-06889,k8s-w-06889,k8s-w-06889.dc1.corp,10.10.23.46,ubuntu,22.04,64,16,Corp,prod,medium,dc1,false,10.10.23.0/24,SN706888
SYS6889,srv-06890,srv-06890,srv-06890.dc1.corp,10.10.52.71,debian,11,13,2,Corp,prod,medium,dc1,true,10.10.52.0/24,SN706889
SYS6890,db-06891,db-06891,db-06891.dc1.corp,10.10.19.114,oracle linux,8.6,57,16,Corp,staging,high,dc1,true,10.10.19.0/24,SN706890
SYS6891,web-06892,web-06892,web-06892.dc1.corp,10.10.41.11,centos,8.4,5,3,Corp,staging,medium,dc1,true,10.10.41.0/24,SN706891
SYS6892,cache-06893,cache-06893,cache-06893.dc1.corp,10.10.56.197,centos,7.9,17,4,Corp,prod,medium,dc1,true,10.10.56.0/24,SN706892
SYS6893,web-06894,web-06894,web-06894.dc1.corp,10.10.60.3,ubuntu,22.04,7,3,Corp,staging,high,dc1,true,10.10.60.0/24,SN706893
SYS6894,hdop-06895,hdop-06895,hdop-06895.dc2.corp,10.20.44.212,centos,7.9,64,16,Corp,prod,high,dc2,false,10.20.44.0/24,SN706894
SYS6895,srv-06896,srv-06896,srv-06896.dc3.corp,10.30.9.177,debian,11,7,8,Corp,staging,medium,dc3,true,10.30.9.0/24,SN706895
SYS6896,hdop-06897,hdop-06897,hdop-06897.dc1.corp,10.10.17.197,centos,7.9,64,16,Corp,prod,high,dc1,false,10.10.17.0/24,SN706896
SYS6897,srv-06898,srv-06898,srv-06898.dc2.corp,10.20.10.99,centos,7.9,9,2,Corp,staging,low,dc2,true,10.20.10.0/24,SN706897
SYS6898,srv-06899,srv-06899,srv-06899.dc3.corp,10.30.46.162,ubuntu,22.04,4,2,Corp,prod,medium,dc3,true,10.30.46.0/24,SN706898
SYS6899,web-06900,web-06900,web-06900.dc1.corp,10.10.2.193,ubuntu,22.04,5,3,Corp,dev,high,dc1,true,10.10.2.0/24,SN706899
SYS6900,app-06901,app-06901,app-06901.dc1.corp,10.10.20.13,ubuntu,22.04,12,5,Corp,prod,high,dc1,true,10.10.20.0/24,SN706900
SYS6901,db-06902,db-06902,db-06902.dc1.corp,10.10.53.130,oracle linux,8.6,60,15,Corp,staging,low,dc1,true,10.10.53.0/24,SN706901
SYS6902,web-06903,web-06903,web-06903.dc2.corp,10.20.34.45,ubuntu,22.04,4,4,Corp,staging,medium,dc2,true,10.20.34.0/24,SN706902
SYS6903,cache-06904,cache-06904,cache-06904.dc1.corp,10.10.17.112,centos,7.9,29,4,Corp,prod,medium,dc1,true,10.10.17.0/24,SN706903
SYS6904,app-06905,app-06905,app-06905.dc2.corp,10.20.35.196,rhel,8.6,12,2,Corp,staging,medium,dc2,true,10.20.35.0/24,SN706904
SYS6905,srv-06906,srv-06906,srv-06906.dc1.corp,10.10.45.116,windows,2019,11,3,Corp,prod,medium,dc1,true,10.10.45.0/24,SN706905
SYS6906,web-06907,web-06907,web-06907.dc2.corp,10.20.35.8,ubuntu,22.04,5,4,Corp,prod,low,dc2,true,10.20.35.0/24,SN706906
SYS6907,app-06908,app-06908,app-06908.dc1.corp,10.10.7.86,centos,7.9,10,3,Corp,prod,high,dc1,true,10.10.7.0/24,SN706907
SYS6908,srv-06909,srv-06909,srv-06909.dc1.corp,10.10.29.181,ubuntu,22.04,7,8,Corp,prod,medium,dc1,true,10.10.29.0/24,SN706908
SYS6909,app-06910,app-06910,app-06910.dc3.corp,10.30.27.23,centos,7.9,15,4,Corp,prod,medium,dc3,true,10.30.27.0/24,SN706909
SYS6910,app-06911,app-06911,app-06911.dc2.corp,10.20.26.64,centos,7.9,9,3,Corp,prod,low,dc2,true,10.20.26.0/24,SN706910
SYS6911,web-06912,web-06912,web-06912.dc1.corp,10.10.1.74,ubuntu,22.04,6,3,Corp,staging,high,dc1,true,10.10.1.0/24,SN706911
SYS6912,app-06913,app-06913,app-06913.dc1.corp,10.10.34.87,centos,7.9,14,8,Corp,prod,medium,dc1,true,10.10.34.0/24,SN706912
SYS6913,hdop-06914,hdop-06914,hdop-06914.dc3.corp,10.30.37.54,centos,7.9,64,16,Corp,dev,medium,dc3,false,10.30.37.0/24,SN706913
SYS6914,db-06915,db-06915,db-06915.dc2.corp,10.20.38.134,centos,7.9,34,14,Corp,staging,low,dc2,true,10.20.38.0/24,SN706914
SYS6915,hdop-06916,hdop-06916,hdop-06916.dc3.corp,10.30.16.244,centos,7.9,64,16,Corp,prod,medium,dc3,false,10.30.16.0/24,SN706915
SYS6916,app-06917,app-06917,app-06917.dc2.corp,10.20.33.192,centos,7.9,16,2,Corp,prod,high,dc2,true,10.20.33.0/24,SN706916
SYS6917,k8s-m-06918,k8s-m-06918,k8s-m-06918.dc1.corp,10.10.60.84,ubuntu,22.04,16,8,Corp,staging,low,dc1,false,10.10.60.0/24,SN706917
SYS6918,hdop-06919,hdop-06919,hdop-06919.dc3.corp,10.30.24.80,centos,7.9,64,16,Corp,dev,medium,dc3,false,10.30.24.0/24,SN706918
SYS6919,mon-06920,mon-06920,mon-06920.dc2.corp,10.20.58.97,ubuntu,22.04,8,4,Corp,staging,medium,dc2,true,10.20.58.0/24,SN706919
SYS6920,app-06921,app-06921,app-06921.dc1.corp,10.10.48.59,ubuntu,22.04,6,4,Corp,prod,low,dc1,true,10.10.48.0/24,SN706920
SYS6921,k8s-w-06922,k8s-w-06922,k8s-w-06922.dc1.corp,10.10.43.133,ubuntu,22.04,64,16,Corp,staging,medium,dc1,false,10.10.43.0/24,SN706921
SYS6922,app-06923,app-06923,app-06923.dc2.corp,10.20.56.77,rhel,8.6,6,5,Corp,prod,medium,dc2,true,10.20.56.0/24,SN706922
SYS6923,web-06924,web-06924,web-06924.dc2.corp,10.20.41.121,ubuntu,22.04,7,3,Corp,prod,medium,dc2,true,10.20.41.0/24,SN706923
SYS6924,srv-06925,srv-06925,srv-06925.dc1.corp,10.10.21.205,centos,7.9,6,3,Corp,prod,low,dc1,true,10.10.21.0/24,SN706924
SYS6925,hdop-06926,hdop-06926,hdop-06926.dc3.corp,10.30.32.168,centos,7.9,64,16,Corp,prod,high,dc3,false,10.30.32.0/24,SN706925
SYS6926,k8s-w-06927,k8s-w-06927,k8s-w-06927.dc2.corp,10.20.25.139,ubuntu,22.04,64,16,Corp,prod,high,dc2,false,10.20.25.0/24,SN706926
SYS6927,k8s-w-06928,k8s-w-06928,k8s-w-06928.dc1.corp,10.10.24.85,ubuntu,22.04,64,16,Corp,prod,low,dc1,false,10.10.24.0/24,SN706927
SYS6928,web-06929,web-06929,web-06929.dc2.corp,10.20.43.207,centos,8.4,4,2,Corp,prod,medium,dc2,true,10.20.43.0/24,SN706928
SYS6929,app-06930,app-06930,app-06930.dc2.corp,10.20.1.133,rhel,8.6,5,6,Corp,prod,low,dc2,true,10.20.1.0/24,SN706929
SYS6930,k8s-w-06931,k8s-w-06931,k8s-w-06931.dc1.corp,10.10.52.227,ubuntu,22.04,64,16,Corp,prod,high,dc1,false,10.10.52.0/24,SN706930
SYS6931,srv-06932,srv-06932,srv-06932.dc1.corp,10.10.11.30,debian,11,5,8,Corp,dev,high,dc1,true,10.10.11.0/24,SN706931
SYS6932,hdop-06933,hdop-06933,hdop-06933.dc1.corp,10.10.57.191,centos,7.9,64,16,Corp,prod,high,dc1,false,10.10.57.0/24,SN706932
SYS6933,app-06934,app-06934,app-06934.dc2.corp,10.20.57.216,rhel,8.6,14,7,Corp,prod,medium,dc2,true,10.20.57.0/24,SN706933
SYS6934,app-06935,app-06935,app-06935.dc1.corp,10.10.18.202,centos,7.9,7,5,Corp,prod,high,dc1,true,10.10.18.0/24,SN706934
SYS6935,web-06936,web-06936,web-06936.dc2.corp,10.20.44.38,centos,8.4,4,2,Corp,prod,medium,dc2,true,10.20.44.0/24,SN706935
SYS6936,app-06937,app-06937,app-06937.dc3.corp,10.30.53.222,rhel,8.6,12,5,Corp,prod,medium,dc3,true,10.30.53.0/24,SN706936
SYS6937,app-06938,app-06938,app-06938.dc2.corp,10.20.40.167,ubuntu,22.04,7,7,Corp,prod,medium,dc2,true,10.20.40.0/24,SN706937
SYS6938,k8s-w-06939,k8s-w-06939,k8s-w-06939.dc1.corp,10.10.53.169,ubuntu,22.04,64,16,Corp,prod,high,dc1,false,10.10.53.0/24,SN706938
SYS6939,app-06940,app-06940,app-06940.dc2.corp,10.20.4.22,ubuntu,22.04,7,8,Corp,staging,medium,dc2,true,10.20.4.0/24,SN706939
SYS6940,app-06941,app-06941,app-06941.dc2.corp,10.20.53.9,centos,7.9,14,4,Corp,dev,medium,dc2,true,10.20.53.0/24,SN706940
SYS6941,k8s-w-06942,k8s-w-06942,k8s-w-06942.dc2.corp,10.20.12.182,ubuntu,22.04,64,16,Corp,prod,high,dc2,false,10.20.12.0/24,SN706941
SYS6942,web-06943,web-06943,web-06943.dc2.corp,10.20.41.188,ubuntu,22.04,8,2,Corp,dev,high,dc2,true,10.20.41.0/24,SN706942
SYS6943,app-06944,app-06944,app-06944.dc2.corp,10.20.46.26,rhel,8.6,10,4,Corp,prod,medium,dc2,true,10.20.46.0/24,SN706943
SYS6944,web-06945,web-06945,web-06945.dc3.corp,10.30.52.71,centos,8.4,7,2,Corp,staging,medium,dc3,true,10.30.52.0/24,SN706944
SYS6945,app-06946,app-06946,app-06946.dc1.corp,10.10.42.193,centos,7.9,13,4,Corp,prod,high,dc1,true,10.10.42.0/24,SN706945
SYS6946,srv-06947,srv-06947,srv-06947.dc1.corp,10.10.28.223,windows,2019,4,8,Corp,prod,medium,dc1,true,10.10.28.0/24,SN706946
SYS6947,db-06948,db-06948,db-06948.dc2.corp,10.20.57.36,oracle linux,8.6,43,9,Corp,dev,medium,dc2,true,10.20.57.0/24,SN706947
SYS6948,db-06949,db-06949,db-06949.dc1.corp,10.10.28.101,oracle linux,8.6,34,12,Corp,prod,medium,dc1,true,10.10.28.0/24,SN706948
SYS6949,k8s-w-06950,k8s-w-06950,k8s-w-06950.dc1.corp,10.10.11.89,ubuntu,22.04,64,16,Corp,prod,medium,dc1,false,10.10.11.0/24,SN706949
SYS6950,db-06951,db-06951,db-06951.dc2.corp,10.20.35.49,centos,7.9,32,14,Corp,prod,medium,dc2,true,10.20.35.0/24,SN706950
SYS6951,db-06952,db-06952,db-06952.dc2.corp,10.20.50.120,oracle linux,8.6,34,15,Corp,prod,medium,dc2,true,10.20.50.0/24,SN706951
SYS6952,srv-06953,srv-06953,srv-06953.dc1.corp,10.10.53.64,ubuntu,22.04,5,6,Corp,prod,high,dc1,true,10.10.53.0/24,SN706952
SYS6953,app-06954,app-06954,app-06954.dc2.corp,10.20.41.37,ubuntu,22.04,7,3,Corp,prod,high,dc2,true,10.20.41.0/24,SN706953
SYS6954,web-06955,web-06955,web-06955.dc2.corp,10.20.4.130,centos,8.4,4,2,Corp,prod,low,dc2,true,10.20.4.0/24,SN706954
SYS6955,hdop-06956,hdop-06956,hdop-06956.dc2.corp,10.20.13.68,centos,7.9,64,16,Corp,prod,high,dc2,false,10.20.13.0/24,SN706955
SYS6956,db-06957,db-06957,db-06957.dc2.corp,10.20.53.122,oracle linux,8.6,54,14,Corp,staging,high,dc2,true,10.20.53.0/24,SN706956
SYS6957,hdop-06958,hdop-06958,hdop-06958.dc1.corp,10.10.43.164,centos,7.9,64,16,Corp,dev,medium,dc1,false,10.10.43.0/24,SN706957
SYS6958,mon-06959,mon-06959,mon-06959.dc1.corp,10.10.39.24,ubuntu,22.04,4,4,Corp,prod,medium,dc1,true,10.10.39.0/24,SN706958
SYS6959,srv-06960,srv-06960,srv-06960.dc2.corp,10.20.19.230,ubuntu,22.04,5,2,Corp,staging,medium,dc2,true,10.20.19.0/24,SN706959
SYS6960,app-06961,app-06961,app-06961.dc1.corp,10.10.37.172,ubuntu,22.04,6,3,Corp,staging,medium,dc1,true,10.10.37.0/24,SN706960
SYS6961,srv-06962,srv-06962,srv-06962.dc3.corp,10.30.53.107,debian,11,11,3,Corp,dev,low,dc3,true,10.30.53.0/24,SN706961
SYS6962,app-06963,app-06963,app-06963.dc1.corp,10.10.51.224,ubuntu,22.04,9,6,Corp,staging,medium,dc1,true,10.10.51.0/24,SN706962
SYS6963,db-06964,db-06964,db-06964.dc1.corp,10.10.11.18,oracle linux,8.6,36,12,Corp,staging,medium,dc1,true,10.10.11.0/24,SN706963
SYS6964,hdop-06965,hdop-06965,hdop-06965.dc1.corp,10.10.38.226,centos,7.9,64,16,Corp,prod,low,dc1,false,10.10.38.0/24,SN706964
SYS6965,app-06966,app-06966,app-06966.dc1.corp,10.10.54.101,centos,7.9,10,2,Corp,dev,low,dc1,true,10.10.54.0/24,SN706965
SYS6966,web-06967,web-06967,web-06967.dc1.corp,10.10.13.83,centos,8.4,4,2,Corp,dev,medium,dc1,true,10.10.13.0/24,SN706966
SYS6967,srv-06968,srv-06968,srv-06968.dc1.corp,10.10.58.163,centos,7.9,9,2,Corp,prod,medium,dc1,true,10.10.58.0/24,SN706967
SYS6968,srv-06969,srv-06969,srv-06969.dc2.corp,10.20.25.234,debian,11,10,7,Corp,prod,high,dc2,true,10.20.25.0/24,SN706968
SYS6969,srv-06970,srv-06970,srv-06970.dc1.corp,10.10.40.100,debian,11,6,6,Corp,prod,medium,dc1,true,10.10.40.0/24,SN706969
SYS6970,app-06971,app-06971,app-06971.dc1.corp,10.10.52.211,ubuntu,22.04,11,8,Corp,prod,medium,dc1,true,10.10.52.0/24,SN706970
SYS6971,web-06972,web-06972,web-06972.dc1.corp,10.10.25.93,ubuntu,22.04,7,3,Corp,prod,high,dc1,true,10.10.25.0/24,SN706971
SYS6972,db-06973,db-06973,db-06973.dc1.corp,10.10.30.59,centos,7.9,39,15,Corp,prod,low,dc1,true,10.10.30.0/24,SN706972
SYS6973,app-06974,app-06974,app-06974.dc1.corp,10.10.28.236,rhel,8.6,10,7,Corp,dev,high,dc1,true,10.10.28.0/24,SN706973
SYS6974,srv-06975,srv-06975,srv-06975.dc1.corp,10.10.39.199,centos,7.9,10,4,Corp,prod,low,dc1,true,10.10.39.0/24,SN706974
SYS6975,web-06976,web-06976,web-06976.dc1.corp,10.10.48.242,ubuntu,22.04,7,2,Corp,staging,high,dc1,true,10.10.48.0/24,SN706975
SYS6976,app-06977,app-06977,app-06977.dc2.corp,10.20.14.74,ubuntu,22.04,10,6,Corp,prod,high,dc2,true,10.20.14.0/24,SN706976
SYS6977,app-06978,app-06978,app-06978.dc1.corp,10.10.52.171,ubuntu,22.04,15,6,Corp,staging,medium,dc1,true,10.10.52.0/24,SN706977
SYS6978,srv-06979,srv-06979,srv-06979.dc1.corp,10.10.20.143,centos,7.9,14,7,Corp,prod,medium,dc1,true,10.10.20.0/24,SN706978
SYS6979,app-06980,app-06980,app-06980.dc3.corp,10.30.52.216,rhel,8.6,9,7,Corp,staging,medium,dc3,true,10.30.52.0/24,SN706979
SYS6980,srv-06981,srv-06981,srv-06981.dc1.corp,10.10.26.47,ubuntu,22.04,6,7,Corp,staging,medium,dc1,true,10.10.26.0/24,SN706980
SYS6981,db-06982,db-06982,db-06982.dc1.corp,10.10.28.109,centos,7.9,61,9,Corp,prod,low,dc1,true,10.10.28.0/24,SN706981
SYS6982,srv-06983,srv-06983,srv-06983.dc1.corp,10.10.11.129,centos,7.9,14,5,Corp,staging,medium,dc1,true,10.10.11.0/24,SN706982
SYS6983,srv-06984,srv-06984,srv-06984.dc1.corp,10.10.30.180,ubuntu,22.04,9,5,Corp,staging,low,dc1,true,10.10.30.0/24,SN706983
SYS6984,web-06985,web-06985,web-06985.dc1.corp,10.10.26.30,ubuntu,22.04,4,4,Corp,prod,high,dc1,true,10.10.26.0/24,SN706984
SYS6985,srv-06986,srv-06986,srv-06986.dc2.corp,10.20.29.46,debian,11,13,8,Corp,staging,medium,dc2,true,10.20.29.0/24,SN706985
SYS6986,hdop-06987,hdop-06987,hdop-06987.dc2.corp,10.20.7.79,centos,7.9,64,16,Corp,prod,high,dc2,false,10.20.7.0/24,SN706986
SYS6987,app-06988,app-06988,app-06988.dc2.corp,10.20.16.134,rhel,8.6,14,4,Corp,prod,low,dc2,true,10.20.16.0/24,SN706987
