VM,Network,IP Address,Connected,MAC Address
srv-08245,dvPG-vlan61,10.20.18.215,TRUE,00:50:56:0d:0d:0d
db-08246,dvPG-vlan11,10.10.4.138,TRUE,00:50:56:ea:ea:ea
srv-08247,dvPG-vlan25,10.30.12.17,TRUE,00:50:56:9f:9f:9f
app-08248,dvPG-vlan87,10.10.1.193,TRUE,00:50:56:c6:c6:c6
app-08249,dvPG-vlan38,10.10.41.218,TRUE,00:50:56:7e:7e:7e
srv-08251,dvPG-vlan51,10.10.15.161,TRUE,00:50:56:29:29:29
srv-08252,dvPG-vlan37,10.30.22.147,TRUE,00:50:56:28:28:28
app-08253,dvPG-vlan53,10.20.53.33,TRUE,00:50:56:5e:5e:5e
web-08254,dvPG-vlan51,10.10.10.75,TRUE,00:50:56:59:59:59
db-08256,dvPG-vlan43,10.20.50.18,TRUE,00:50:56:94:94:94
srv-08258,dvPG-vlan31,10.10.7.165,TRUE,00:50:56:6b:6b:6b
db-08259,dvPG-vlan67,10.20.40.88,TRUE,00:50:56:4b:4b:4b
app-08260,dvPG-vlan83,10.20.46.187,TRUE,00:50:56:47:47:47
app-08261,dvPG-vlan88,10.20.16.117,TRUE,00:50:56:80:80:80
app-08262,dvPG-vlan45,10.20.58.84,TRUE,00:50:56:d6:d6:d6
srv-08263,dvPG-vlan76,10.10.10.169,TRUE,00:50:56:e6:e6:e6
app-08264,dvPG-vlan64,10.20.42.178,TRUE,00:50:56:87:87:87
app-08265,dvPG-vlan24,10.20.9.170,TRUE,00:50:56:9f:9f:9f
srv-08266,dvPG-vlan14,10.10.53.22,TRUE,00:50:56:8a:8a:8a
app-08267,dvPG-vlan85,10.10.24.77,TRUE,00:50:56:ec:ec:ec
app-08269,dvPG-vlan72,10.10.45.146,TRUE,00:50:56:f6:f6:f6
srv-08270,dvPG-vlan55,10.10.11.114,TRUE,00:50:56:ce:ce:ce
cache-08271,dvPG-vlan55,10.10.5.216,TRUE,00:50:56:a5:a5:a5
app-08272,dvPG-vlan90,10.20.40.58,TRUE,00:50:56:88:88:88
db-08273,dvPG-vlan29,10.10.16.169,TRUE,00:50:56:5a:5a:5a
db-08274,dvPG-vlan68,10.20.32.137,TRUE,00:50:56:2f:2f:2f
app-08275,dvPG-vlan52,10.10.20.26,TRUE,00:50:56:74:74:74
app-08276,dvPG-vlan14,10.20.52.238,TRUE,00:50:56:a5:a5:a5
app-08277,dvPG-vlan69,10.20.31.85,TRUE,00:50:56:21:21:21
srv-08279,dvPG-vlan74,10.20.10.157,TRUE,00:50:56:85:85:85
app-08280,dvPG-vlan61,10.20.33.20,TRUE,00:50:56:54:54:54
app-08282,dvPG-vlan74,10.10.25.219,TRUE,00:50:56:56:56:56
srv-08283,dvPG-vlan34,10.10.6.117,TRUE,00:50:56:df:df:df
app-08284,dvPG-vlan68,10.10.36.120,TRUE,00:50:56:5f:5f:5f
app-08285,dvPG-vlan74,10.10.51.201,TRUE,00:50:56:13:13:13
srv-08286,dvPG-vlan52,10.20.4.249,TRUE,00:50:56:92:92:92
app-08287,dvPG-vlan46,10.10.14.183,TRUE,00:50:56:e2:e2:e2
app-08288,dvPG-vlan59,10.10.57.227,TRUE,00:50:56:45:45:45
srv-08289,dvPG-vlan57,10.20.28.122,TRUE,00:50:56:13:13:13
app-08290,dvPG-vlan74,10.20.12.240,TRUE,00:50:56:2a:2a:2a
web-08291,dvPG-vlan84,10.10.14.156,TRUE,00:50:56:cd:cd:cd
cache-08292,dvPG-vlan45,10.10.29.214,TRUE,00:50:56:d0:d0:d0
srv-08293,dvPG-vlan10,10.30.27.168,TRUE,00:50:56:14:14:14
srv-08294,dvPG-vlan26,10.10.45.168,TRUE,00:50:56:c7:c7:c7
srv-08295,dvPG-vlan40,10.10.44.41,TRUE,00:50:56:b2:b2:b2
srv-08296,dvPG-vlan65,10.10.33.191,TRUE,00:50:56:ea:ea:ea
mon-08297,dvPG-vlan58,10.30.42.44,TRUE,00:50:56:bd:bd:bd
srv-08298,dvPG-vlan60,10.10.59.73,TRUE,00:50:56:ab:ab:ab
web-08299,dvPG-vlan18,10.10.21.170,TRUE,00:50:56:5a:5a:5a
cache-08300,dvPG-vlan56,10.10.43.139,TRUE,00:50:56:c3:c3:c3
mon-08301,dvPG-vlan11,10.10.45.222,TRUE,00:50:56:4a:4a:4a
app-08303,dvPG-vlan47,10.10.48.181,TRUE,00:50:56:e2:e2:e2
srv-08304,dvPG-vlan35,10.10.41.117,TRUE,00:50:56:8b:8b:8b
srv-08305,dvPG-vlan20,10.10.56.25,TRUE,00:50:56:01:01:01
app-08306,dvPG-vlan64,10.30.34.231,TRUE,00:50:56:6d:6d:6d
srv-08307,dvPG-vlan84,10.20.54.219,TRUE,00:50:56:8a:8a:8a
srv-08308,dvPG-vlan76,10.10.6.69,TRUE,00:50:56:2a:2a:2a
web-08309,dvPG-vlan13,10.20.43.28,TRUE,00:50:56:2c:2c:2c
srv-08310,dvPG-vlan10,10.10.35.242,TRUE,00:50:56:21:21:21
app-08311,dvPG-vlan45,10.20.9.219,TRUE,00:50:56:30:30:30
web-08312,dvPG-vlan90,10.10.27.62,TRUE,00:50:56:b3:b3:b3
app-08313,dvPG-vlan68,10.30.35.96,TRUE,00:50:56:ed:ed:ed
srv-08315,dvPG-vlan48,10.20.2.31,TRUE,00:50:56:15:15:15
app-08316,dvPG-vlan22,10.10.1.72,TRUE,00:50:56:a7:a7:a7
srv-08317,dvPG-vlan19,10.20.37.50,TRUE,00:50:56:c8:c8:c8
db-08319,dvPG-vlan32,10.10.6.208,TRUE,00:50:56:8a:8a:8a
app-08320,dvPG-vlan13,10.10.9.193,TRUE,00:50:56:41:41:41
db-08321,dvPG-vlan78,10.10.7.102,TRUE,00:50:56:63:63:63
srv-08323,dvPG-vlan55,10.10.46.105,TRUE,00:50:56:39:39:39
srv-08324,dvPG-vlan73,10.20.9.210,TRUE,00:50:56:24:24:24
app-08325,dvPG-vlan17,10.10.31.144,TRUE,00:50:56:72:72:72
app-08326,dvPG-vlan53,10.10.46.160,TRUE,00:50:56:02:02:02
db-08327,dvPG-vlan51,10.10.44.105,TRUE,00:50:56:7f:7f:7f
cache-08328,dvPG-vlan25,10.10.12.52,TRUE,00:50:56:ca:ca:ca
app-08329,dvPG-vlan72,10.10.17.212,TRUE,00:50:56:e6:e6:e6
app-08330,dvPG-vlan37,10.10.21.207,TRUE,00:50:56:97:97:97
web-08331,dvPG-vlan44,10.10.39.179,TRUE,00:50:56:aa:aa:aa
app-08332,dvPG-vlan12,10.10.4.4,TRUE,00:50:56:a3:a3:a3
web-08333,dvPG-vlan81,10.30.33.34,TRUE,00:50:56:2e:2e:2e
app-08334,dvPG-vlan86,10.10.15.41,TRUE,00:50:56:52:52:52
srv-08335,dvPG-vlan18,10.20.32.42,TRUE,00:50:56:fe:fe:fe
db-08336,dvPG-vlan52,10.10.8.246,TRUE,00:50:56:98:98:98
app-08337,dvPG-vlan24,10.20.3.58,TRUE,00:50:56:5f:5f:5f
srv-08338,dvPG-vlan34,10.10.38.169,TRUE,00:50:56:e7:e7:e7
srv-08339,dvPG-vlan16,10.10.14.4,TRUE,00:50:56:11:11:11
db-08341,dvPG-vlan41,10.20.7.141,TRUE,00:50:56:d3:d3:d3
db-08344,dvPG-vlan32,10.10.13.65,TRUE,00:50:56:67:67:67
db-08345,dvPG-vlan23,10.10.49.106,TRUE,00:50:56:9f:9f:9f
cache-08346,dvPG-vlan62,10.20.43.215,TRUE,00:50:56:87:87:87
srv-08347,dvPG-vlan82,10.10.29.55,TRUE,00:50:56:fd:fd:fd
mon-08348,dvPG-vlan30,10.10.30.19,TRUE,00:50:56:8d:8d:8d
db-08349,dvPG-vlan78,10.20.49.88,TRUE,00:50:56:2a:2a:2a
app-08350,dvPG-vlan12,10.10.45.200,TRUE,00:50:56:10:10:10
app-08351,dvPG-vlan45,10.20.33.137,TRUE,00:50:56:04:04:04
app-08352,dvPG-vlan18,10.10.2.123,TRUE,00:50:56:4d:4d:4d
srv-08353,dvPG-vlan69,10.10.60.37,TRUE,00:50:56:5a:5a:5a
app-08354,dvPG-vlan23,10.10.40.8,TRUE,00:50:56:9c:9c:9c
app-08355,dvPG-vlan12,10.30.27.35,TRUE,00:50:56:6b:6b:6b
srv-08356,dvPG-vlan18,10.10.39.70,TRUE,00:50:56:b3:b3:b3
srv-08357,dvPG-vlan17,10.20.42.250,TRUE,00:50:56:dd:dd:dd
srv-08358,dvPG-vlan72,10.10.24.69,TRUE,00:50:56:b0:b0:b0
web-08359,dvPG-vlan66,10.20.27.74,TRUE,00:50:56:94:94:94
srv-08361,dvPG-vlan89,10.10.26.11,TRUE,00:50:56:7f:7f:7f
srv-08362,dvPG-vlan62,10.20.33.89,TRUE,00:50:56:2b:2b:2b
srv-08365,dvPG-vlan66,10.30.39.241,TRUE,00:50:56:95:95:95
web-08367,dvPG-vlan21,10.30.18.168,TRUE,00:50:56:fa:fa:fa
app-08368,dvPG-vlan26,10.10.29.209,TRUE,00:50:56:55:55:55
app-08369,dvPG-vlan69,10.30.19.47,TRUE,00:50:56:90:90:90
app-08370,dvPG-vlan81,10.20.26.209,TRUE,00:50:56:6e:6e:6e
srv-08371,dvPG-vlan83,10.20.60.138,TRUE,00:50:56:d7:d7:d7
srv-08372,dvPG-vlan75,10.30.57.130,TRUE,00:50:56:5c:5c:5c
app-08374,dvPG-vlan31,10.10.50.31,TRUE,00:50:56:7f:7f:7f
app-08375,dvPG-vlan77,10.10.37.37,TRUE,00:50:56:0b:0b:0b
srv-08376,dvPG-vlan32,10.10.32.239,TRUE,00:50:56:57:57:57
srv-08377,dvPG-vlan11,10.30.58.15,TRUE,00:50:56:53:53:53
app-08378,dvPG-vlan27,10.10.1.12,TRUE,00:50:56:65:65:65
app-08379,dvPG-vlan75,10.10.18.206,TRUE,00:50:56:6b:6b:6b
db-08380,dvPG-vlan32,10.20.11.153,TRUE,00:50:56:5b:5b:5b
web-08381,dvPG-vlan31,10.30.54.164,TRUE,00:50:56:74:74:74
srv-08382,dvPG-vlan30,10.10.40.127,TRUE,00:50:56:31:31:31
srv-08383,dvPG-vlan44,10.20.21.115,TRUE,00:50:56:bc:bc:bc
app-08384,dvPG-vlan54,10.20.60.221,TRUE,00:50:56:cd:cd:cd
web-08385,dvPG-vlan43,10.30.15.39,TRUE,00:50:56:9f:9f:9f
db-08386,dvPG-vlan67,10.30.54.79,TRUE,00:50:56:7c:7c:7c
app-08387,dvPG-vlan63,10.10.9.236,TRUE,00:50:56:f0:f0:f0
app-08388,dvPG-vlan69,10.20.36.19,TRUE,00:50:56:b0:b0:b0
app-08389,dvPG-vlan55,10.20.50.5,TRUE,00:50:56:c5:c5:c5
srv-08390,dvPG-vlan75,10.10.32.167,TRUE,00:50:56:c6:c6:c6
app-08392,dvPG-vlan11,10.20.58.45,TRUE,00:50:56:fa:fa:fa
app-08396,dvPG-vlan84,10.10.19.121,TRUE,00:50:56:e7:e7:e7
srv-08397,dvPG-vlan32,10.20.58.102,TRUE,00:50:56:29:29:29
mon-08398,dvPG-vlan71,10.20.15.132,TRUE,00:50:56:63:63:63
app-08399,dvPG-vlan16,10.10.12.237,TRUE,00:50:56:e1:e1:e1
app-08400,dvPG-vlan71,10.10.24.241,TRUE,00:50:56:2f:2f:2f
app-08401,dvPG-vlan61,10.10.19.234,TRUE,00:50:56:0c:0c:0c
app-08402,dvPG-vlan11,10.10.2.159,TRUE,00:50:56:7a:7a:7a
app-08403,dvPG-vlan87,10.30.28.166,TRUE,00:50:56:dc:dc:dc
web-08404,dvPG-vlan23,10.10.1.71,TRUE,00:50:56:27:27:27
srv-08405,dvPG-vlan54,10.20.54.58,TRUE,00:50:56:03:03:03
db-08406,dvPG-vlan42,10.20.8.194,TRUE,00:50:56:b7:b7:b7
srv-08407,dvPG-vlan38,10.10.37.85,TRUE,00:50:56:8f:8f:8f
web-08408,dvPG-vlan71,10.10.36.185,TRUE,00:50:56:df:df:df
web-08409,dvPG-vlan59,10.10.36.49,TRUE,00:50:56:61:61:61
app-08410,dvPG-vlan90,10.10.8.23,TRUE,00:50:56:b1:b1:b1
app-08411,dvPG-vlan13,10.10.18.238,TRUE,00:50:56:06:06:06
app-08412,dvPG-vlan12,10.10.36.48,TRUE,00:50:56:41:41:41
app-08413,dvPG-vlan81,10.10.27.216,TRUE,00:50:56:cd:cd:cd
srv-08414,dvPG-vlan84,10.10.32.216,TRUE,00:50:56:8d:8d:8d
srv-08415,dvPG-vlan89,10.10.15.52,TRUE,00:50:56:a0:a0:a0
app-08417,dvPG-vlan38,10.10.8.202,TRUE,00:50:56:e6:e6:e6
app-08419,dvPG-vlan87,10.10.16.199,TRUE,00:50:56:90:90:90
srv-08420,dvPG-vlan23,10.30.58.65,TRUE,00:50:56:84:84:84
app-08421,dvPG-vlan60,10.10.33.170,TRUE,00:50:56:64:64:64
app-08422,dvPG-vlan23,10.30.26.231,TRUE,00:50:56:25:25:25
app-08423,dvPG-vlan79,10.10.59.92,TRUE,00:50:56:1c:1c:1c
srv-08424,dvPG-vlan77,10.20.22.12,TRUE,00:50:56:8b:8b:8b
app-08425,dvPG-vlan11,10.20.2.222,TRUE,00:50:56:22:22:22
web-08426,dvPG-vlan17,10.10.35.248,TRUE,00:50:56:79:79:79
app-08427,dvPG-vlan68,10.10.20.36,TRUE,00:50:56:fd:fd:fd
app-08428,dvPG-vlan29,10.30.1.113,TRUE,00:50:56:b4:b4:b4
db-08429,dvPG-vlan17,10.10.43.88,TRUE,00:50:56:c2:c2:c2
web-08430,dvPG-vlan33,10.10.57.70,TRUE,00:50:56:2b:2b:2b
db-08431,dvPG-vlan60,10.20.13.230,TRUE,00:50:56:bd:bd:bd
app-08432,dvPG-vlan13,10.10.54.65,TRUE,00:50:56:97:97:97
app-08433,dvPG-vlan10,10.30.11.53,TRUE,00:50:56:a0:a0:a0
srv-08434,dvPG-vlan39,10.10.47.203,TRUE,00:50:56:41:41:41
app-08435,dvPG-vlan45,10.10.35.67,TRUE,00:50:56:5f:5f:5f
app-08436,dvPG-vlan24,10.10.10.38,TRUE,00:50:56:54:54:54
db-08437,dvPG-vlan83,10.10.49.186,TRUE,00:50:56:c7:c7:c7
app-08438,dvPG-vlan84,10.10.45.131,TRUE,00:50:56:8c:8c:8c
srv-08442,dvPG-vlan79,10.10.33.165,TRUE,00:50:56:bc:bc:bc
srv-08443,dvPG-vlan60,10.10.24.207,TRUE,00:50:56:f6:f6:f6
web-08445,dvPG-vlan45,10.10.13.249,TRUE,00:50:56:77:77:77
srv-08446,dvPG-vlan11,10.10.32.36,TRUE,00:50:56:38:38:38
app-08447,dvPG-vlan64,10.10.19.147,TRUE,00:50:56:f1:f1:f1
srv-08448,dvPG-vlan21,10.10.52.107,TRUE,00:50:56:59:59:59
srv-08449,dvPG-vlan63,10.20.48.138,TRUE,00:50:56:e8:e8:e8
app-08450,dvPG-vlan56,10.10.43.3,TRUE,00:50:56:34:34:34
app-08451,dvPG-vlan49,10.10.14.221,TRUE,00:50:56:39:39:39
web-08452,dvPG-vlan32,10.10.33.216,TRUE,00:50:56:ff:ff:ff
app-08453,dvPG-vlan89,10.10.33.134,TRUE,00:50:56:52:52:52
srv-08454,dvPG-vlan87,10.10.37.24,TRUE,00:50:56:48:48:48
app-08455,dvPG-vlan14,10.10.12.7,TRUE,00:50:56:9e:9e:9e
web-08456,dvPG-vlan46,10.10.14.172,TRUE,00:50:56:03:03:03
db-08457,dvPG-vlan47,10.20.20.211,TRUE,00:50:56:df:df:df
db-08458,dvPG-vlan85,10.10.48.27,TRUE,00:50:56:d9:d9:d9
db-08459,dvPG-vlan81,10.10.28.42,TRUE,00:50:56:51:51:51
app-08462,dvPG-vlan71,10.20.24.160,TRUE,00:50:56:fc:fc:fc
srv-08463,dvPG-vlan72,10.10.16.147,TRUE,00:50:56:31:31:31
app-08464,dvPG-vlan21,10.10.13.172,TRUE,00:50:56:44:44:44
db-08465,dvPG-vlan58,10.20.40.64,TRUE,00:50:56:ca:ca:ca
srv-08466,dvPG-vlan10,10.10.38.130,TRUE,00:50:56:1c:1c:1c
srv-08467,dvPG-vlan25,10.10.41.92,TRUE,00:50:56:fb:fb:fb
app-08468,dvPG-vlan21,10.10.26.10,TRUE,00:50:56:77:77:77
web-08469,dvPG-vlan56,10.20.47.241,TRUE,00:50:56:f2:f2:f2
srv-08470,dvPG-vlan83,10.10.32.180,TRUE,00:50:56:af:af:af
app-08471,dvPG-vlan83,10.20.45.138,TRUE,00:50:56:a7:a7:a7
web-08472,dvPG-vlan25,10.20.12.18,TRUE,00:50:56:78:78:78
srv-08473,dvPG-vlan70,10.10.25.173,TRUE,00:50:56:0a:0a:0a
cache-08474,dvPG-vlan41,10.10.6.59,TRUE,00:50:56:0a:0a:0a
mon-08475,dvPG-vlan13,10.20.41.171,TRUE,00:50:56:b0:b0:b0
app-08476,dvPG-vlan40,10.10.47.237,TRUE,00:50:56:92:92:92
srv-08477,dvPG-vlan89,10.10.38.199,TRUE,00:50:56:fb:fb:fb
app-08478,dvPG-vlan21,10.30.9.150,TRUE,00:50:56:e4:e4:e4
web-08479,dvPG-vlan79,10.10.2.59,TRUE,00:50:56:c5:c5:c5
app-08480,dvPG-vlan34,10.10.7.152,TRUE,00:50:56:f6:f6:f6
web-08481,dvPG-vlan71,10.20.46.6,TRUE,00:50:56:2a:2a:2a
web-08482,dvPG-vlan27,10.10.26.140,TRUE,00:50:56:9a:9a:9a
srv-08483,dvPG-vlan47,10.20.40.147,TRUE,00:50:56:5b:5b:5b
cache-08484,dvPG-vlan59,10.20.55.46,TRUE,00:50:56:45:45:45
web-08485,dvPG-vlan14,10.10.24.106,TRUE,00:50:56:9f:9f:9f
app-08486,dvPG-vlan48,10.10.32.8,TRUE,00:50:56:08:08:08
db-08488,dvPG-vlan15,10.20.39.93,TRUE,00:50:56:6c:6c:6c
cache-08489,dvPG-vlan48,10.10.7.90,TRUE,00:50:56:d6:d6:d6
srv-08490,dvPG-vlan25,10.10.60.185,TRUE,00:50:56:21:21:21
srv-08492,dvPG-vlan54,10.10.11.16,TRUE,00:50:56:c0:c0:c0
web-08493,dvPG-vlan12,10.20.41.142,TRUE,00:50:56:8d:8d:8d
web-08494,dvPG-vlan36,10.10.16.230,TRUE,00:50:56:1e:1e:1e
srv-08495,dvPG-vlan26,10.30.13.137,TRUE,00:50:56:5f:5f:5f
srv-08496,dvPG-vlan66,10.20.44.249,TRUE,00:50:56:9a:9a:9a
app-08497,dvPG-vlan87,10.10.7.112,TRUE,00:50:56:9a:9a:9a
app-08498,dvPG-vlan67,10.10.38.202,TRUE,00:50:56:72:72:72
srv-08499,dvPG-vlan77,10.10.24.54,TRUE,00:50:56:44:44:44
db-08500,dvPG-vlan57,10.20.47.31,TRUE,00:50:56:24:24:24
web-08501,dvPG-vlan88,10.10.35.5,TRUE,00:50:56:8e:8e:8e
db-08502,dvPG-vlan23,10.10.57.169,TRUE,00:50:56:63:63:63
app-08504,dvPG-vlan88,10.30.13.52,TRUE,00:50:56:d8:d8:d8
srv-08505,dvPG-vlan27,10.10.28.226,TRUE,00:50:56:71:71:71
mon-08506,dvPG-vlan24,10.10.13.17,TRUE,00:50:56:bc:bc:bc
web-08507,dvPG-vlan71,10.20.10.229,TRUE,00:50:56:83:83:83
app-08510,dvPG-vlan50,10.10.3.48,TRUE,00:50:56:4f:4f:4f
app-08511,dvPG-vlan73,10.20.27.168,TRUE,00:50:56:e4:e4:e4
app-08512,dvPG-vlan20,10.20.10.65,TRUE,00:50:56:99:99:99
app-08513,dvPG-vlan41,10.10.37.171,TRUE,00:50:56:53:53:53
app-08514,dvPG-vlan74,10.20.13.249,TRUE,00:50:56:bb:bb:bb
app-08515,dvPG-vlan66,10.20.53.207,TRUE,00:50:56:30:30:30
srv-08516,dvPG-vlan41,10.20.46.81,TRUE,00:50:56:43:43:43
srv-08517,dvPG-vlan28,10.10.23.170,TRUE,00:50:56:00:00:00
app-08518,dvPG-vlan58,10.30.51.86,TRUE,00:50:56:bb:bb:bb
srv-08519,dvPG-vlan41,10.10.46.202,TRUE,00:50:56:9e:9e:9e
srv-08520,dvPG-vlan53,10.10.59.209,TRUE,00:50:56:2d:2d:2d
srv-08521,dvPG-vlan90,10.30.29.242,TRUE,00:50:56:1e:1e:1e
app-08522,dvPG-vlan84,10.10.31.202,TRUE,00:50:56:8d:8d:8d
db-08523,dvPG-vlan79,10.10.48.218,TRUE,00:50:56:41:41:41
app-08524,dvPG-vlan52,10.30.41.104,TRUE,00:50:56:fa:fa:fa
srv-08525,dvPG-vlan64,10.10.5.224,TRUE,00:50:56:2c:2c:2c
app-08526,dvPG-vlan27,10.20.10.224,TRUE,00:50:56:10:10:10
app-08527,dvPG-vlan46,10.10.52.81,TRUE,00:50:56:9a:9a:9a
db-08528,dvPG-vlan37,10.10.3.146,TRUE,00:50:56:8a:8a:8a
app-08529,dvPG-vlan23,10.20.45.70,TRUE,00:50:56:7c:7c:7c
app-08530,dvPG-vlan44,10.10.56.33,TRUE,00:50:56:18:18:18
web-08531,dvPG-vlan48,10.10.8.8,TRUE,00:50:56:fa:fa:fa
srv-08532,dvPG-vlan46,10.20.45.210,TRUE,00:50:56:64:64:64
cache-08533,dvPG-vlan74,10.10.50.108,TRUE,00:50:56:c4:c4:c4
app-08534,dvPG-vlan56,10.20.21.209,TRUE,00:50:56:0a:0a:0a
app-08535,dvPG-vlan54,10.10.21.95,TRUE,00:50:56:45:45:45
srv-08536,dvPG-vlan88,10.10.6.4,TRUE,00:50:56:fa:fa:fa
cache-08537,dvPG-vlan47,10.10.24.186,TRUE,00:50:56:34:34:34
db-08538,dvPG-vlan57,10.10.28.78,TRUE,00:50:56:55:55:55
srv-08539,dvPG-vlan69,10.10.39.187,TRUE,00:50:56:86:86:86
srv-08540,dvPG-vlan83,10.20.25.22,TRUE,00:50:56:fa:fa:fa
db-08541,dvPG-vlan46,10.10.20.222,TRUE,00:50:56:1c:1c:1c
app-08542,dvPG-vlan16,10.20.51.171,TRUE,00:50:56:d6:d6:d6
mon-08543,dvPG-vlan85,10.10.36.78,TRUE,00:50:56:d1:d1:d1
web-08544,dvPG-vlan55,10.30.33.33,TRUE,00:50:56:02:02:02
app-08546,dvPG-vlan42,10.20.58.181,TRUE,00:50:56:50:50:50
app-08547,dvPG-vlan11,10.10.5.185,TRUE,00:50:56:df:df:df
web-08548,dvPG-vlan39,10.30.56.11,TRUE,00:50:56:e1:e1:e1
app-08549,dvPG-vlan49,10.30.3.67,TRUE,00:50:56:28:28:28
app-08550,dvPG-vlan84,10.30.35.149,TRUE,00:50:56:50:50:50
app-08551,dvPG-vlan72,10.30.48.163,TRUE,00:50:56:24:24:24
cache-08552,dvPG-vlan65,10.10.18.30,TRUE,00:50:56:5c:5c:5c
app-08553,dvPG-vlan62,10.20.3.197,TRUE,00:50:56:fd:fd:fd
srv-08557,dvPG-vlan46,10.10.38.182,TRUE,00:50:56:49:49:49
app-08558,dvPG-vlan13,10.10.12.222,TRUE,00:50:56:94:94:94
web-08559,dvPG-vlan19,10.10.22.108,TRUE,00:50:56:58:58:58
app-08560,dvPG-vlan77,10.20.1.85,TRUE,00:50:56:a0:a0:a0
db-08562,dvPG-vlan80,10.10.27.210,TRUE,00:50:56:44:44:44
srv-08563,dvPG-vlan68,10.10.21.108,TRUE,00:50:56:a6:a6:a6
app-08564,dvPG-vlan20,10.30.48.78,TRUE,00:50:56:00:00:00
web-08565,dvPG-vlan50,10.10.41.235,TRUE,00:50:56:f0:f0:f0
app-08566,dvPG-vlan65,10.30.27.171,TRUE,00:50:56:88:88:88
cache-08567,dvPG-vlan32,10.20.4.144,TRUE,00:50:56:1c:1c:1c
db-08568,dvPG-vlan64,10.20.56.183,TRUE,00:50:56:55:55:55
app-08569,dvPG-vlan22,10.20.36.62,TRUE,00:50:56:4f:4f:4f
app-08570,dvPG-vlan38,10.10.31.19,TRUE,00:50:56:62:62:62
app-08571,dvPG-vlan54,10.20.12.194,TRUE,00:50:56:9e:9e:9e
app-08572,dvPG-vlan15,10.30.2.242,TRUE,00:50:56:97:97:97
app-08573,dvPG-vlan39,10.10.4.117,TRUE,00:50:56:97:97:97
srv-08574,dvPG-vlan59,10.10.51.154,TRUE,00:50:56:28:28:28
srv-08575,dvPG-vlan82,10.10.6.75,TRUE,00:50:56:b6:b6:b6
web-08576,dvPG-vlan28,10.30.32.25,TRUE,00:50:56:a4:a4:a4
app-08577,dvPG-vlan47,10.20.17.136,TRUE,00:50:56:90:90:90
app-08579,dvPG-vlan17,10.10.60.250,TRUE,00:50:56:df:df:df
app-08580,dvPG-vlan73,10.20.40.161,TRUE,00:50:56:88:88:88
db-08581,dvPG-vlan50,10.20.53.230,TRUE,00:50:56:b9:b9:b9
app-08582,dvPG-vlan22,10.10.23.25,TRUE,00:50:56:2b:2b:2b
app-08583,dvPG-vlan80,10.10.25.88,TRUE,00:50:56:97:97:97
app-08584,dvPG-vlan48,10.10.10.10,TRUE,00:50:56:8a:8a:8a
db-08585,dvPG-vlan74,10.20.5.190,TRUE,00:50:56:d6:d6:d6
db-08586,dvPG-vlan69,10.10.20.215,TRUE,00:50:56:7f:7f:7f
srv-08587,dvPG-vlan60,10.10.50.129,TRUE,00:50:56:21:21:21
web-08588,dvPG-vlan76,10.20.41.28,TRUE,00:50:56:d6:d6:d6
web-08589,dvPG-vlan67,10.10.5.94,TRUE,00:50:56:c6:c6:c6
web-08590,dvPG-vlan44,10.10.52.141,TRUE,00:50:56:d3:d3:d3
app-08591,dvPG-vlan51,10.30.21.55,TRUE,00:50:56:f8:f8:f8
srv-08592,dvPG-vlan69,10.20.17.103,TRUE,00:50:56:35:35:35
srv-08593,dvPG-vlan15,10.20.16.25,TRUE,00:50:56:87:87:87
srv-08594,dvPG-vlan14,10.10.6.199,TRUE,00:50:56:9a:9a:9a
app-08595,dvPG-vlan38,10.10.28.121,TRUE,00:50:56:70:70:70
app-08596,dvPG-vlan23,10.30.53.150,TRUE,00:50:56:63:63:63
db-08597,dvPG-vlan48,10.10.10.45,TRUE,00:50:56:a7:a7:a7
app-08598,dvPG-vlan56,10.10.14.16,TRUE,00:50:56:37:37:37
app-08599,dvPG-vlan10,10.20.23.182,TRUE,00:50:56:79:79:79
db-08601,dvPG-vlan80,10.20.36.184,TRUE,00:50:56:b8:b8:b8
app-08602,dvPG-vlan14,10.10.16.94,TRUE,00:50:56:82:82:82
app-08603,dvPG-vlan53,10.10.25.8,TRUE,00:50:56:3e:3e:3e
web-08604,dvPG-vlan83,10.10.1.207,TRUE,00:50:56:ec:ec:ec
app-08605,dvPG-vlan62,10.10.28.181,TRUE,00:50:56:e0:e0:e0
app-08606,dvPG-vlan50,10.10.16.132,TRUE,00:50:56:36:36:36
srv-08607,dvPG-vlan83,10.10.10.17,TRUE,00:50:56:b6:b6:b6
app-08608,dvPG-vlan33,10.10.50.13,TRUE,00:50:56:21:21:21
app-08609,dvPG-vlan88,10.10.50.64,TRUE,00:50:56:64:64:64
srv-08610,dvPG-vlan30,10.10.50.166,TRUE,00:50:56:32:32:32
app-08612,dvPG-vlan64,10.20.53.83,TRUE,00:50:56:f8:f8:f8
app-08615,dvPG-vlan22,10.10.9.179,TRUE,00:50:56:eb:eb:eb
srv-08617,dvPG-vlan55,10.10.59.168,TRUE,00:50:56:d6:d6:d6
srv-08619,dvPG-vlan19,10.10.54.45,TRUE,00:50:56:39:39:39
srv-08620,dvPG-vlan80,10.10.20.79,TRUE,00:50:56:48:48:48
app-08621,dvPG-vlan31,10.10.26.240,TRUE,00:50:56:c1:c1:c1
db-08622,dvPG-vlan69,10.10.16.52,TRUE,00:50:56:79:79:79
web-08623,dvPG-vlan28,10.10.53.100,TRUE,00:50:56:55:55:55
