VM,Disk,Capacity (GB),Disk Mode,Disk Type,Path
app-08811,Hard disk 1,50,persistent,THIN,/
app-08811,Hard disk 2,95,persistent,THIN,/data
app-08812,Hard disk 1,50,persistent,THIN,/
app-08812,Hard disk 2,118,persistent,THIN,/data
app-08813,Hard disk 1,50,persistent,THIN,/
app-08813,Hard disk 2,80,persistent,THIN,/data
app-08814,Hard disk 1,50,persistent,THIN,/
app-08814,Hard disk 2,110,persistent,THIN,/data
app-08816,Hard disk 1,50,persistent,THIN,/
app-08816,Hard disk 2,106,persistent,THIN,/data
srv-08818,Hard disk 1,50,persistent,THIN,/
srv-08819,Hard disk 1,50,persistent,THIN,/
web-08820,Hard disk 1,40,persistent,THIN,/
srv-08821,Hard disk 1,50,persistent,THIN,/
srv-08823,Hard disk 1,50,persistent,THIN,/
srv-08826,Hard disk 1,50,persistent,THIN,/
web-08827,Hard disk 1,40,persistent,THIN,/
app-08828,Hard disk 1,50,persistent,THIN,/
app-08828,Hard disk 2,88,persistent,THIN,/data
app-08829,Hard disk 1,50,persistent,THIN,/
app-08829,Hard disk 2,94,persistent,THIN,/data
mon-08831,Hard disk 1,40,persistent,THIN,/
mon-08832,Hard disk 1,40,persistent,THIN,/
app-08833,Hard disk 1,50,persistent,THIN,/
app-08833,Hard disk 2,129,persistent,THIN,/data
srv-08834,Hard disk 1,50,persistent,THIN,/
app-08835,Hard disk 1,50,persistent,THIN,/
app-08835,Hard disk 2,119,persistent,THIN,/data
cache-08836,Hard disk 1,40,persistent,THIN,/
srv-08837,Hard disk 1,50,persistent,THIN,/
app-08838,Hard disk 1,50,persistent,THIN,/
app-08838,Hard disk 2,88,persistent,THIN,/data
app-08841,Hard disk 1,50,persistent,THIN,/
app-08841,Hard disk 2,124,persistent,THIN,/data
db-08842,Hard disk 1,50,persistent,THIN,/
db-08842,Hard disk 2,412,persistent,THIN,/data
db-08844,Hard disk 1,50,persistent,THIN,/
db-08844,Hard disk 2,442,persistent,THIN,/data
web-08845,Hard disk 1,40,persistent,THIN,/
app-08846,Hard disk 1,50,persistent,THIN,/
app-08846,Hard disk 2,109,persistent,THIN,/data
app-08847,Hard disk 1,50,persistent,THIN,/
app-08847,Hard disk 2,84,persistent,THIN,/data
app-08848,Hard disk 1,50,persistent,THIN,/
app-08848,Hard disk 2,86,persistent,THIN,/data
srv-08849,Hard disk 1,50,persistent,THIN,/
app-08850,Hard disk 1,50,persistent,THIN,/
app-08850,Hard disk 2,104,persistent,THIN,/data
cache-08851,Hard disk 1,40,persistent,THIN,/
app-08852,Hard disk 1,50,persistent,THIN,/
app-08852,Hard disk 2,98,persistent,THIN,/data
app-08853,Hard disk 1,50,persistent,THIN,/
app-08853,Hard disk 2,111,persistent,THIN,/data
app-08854,Hard disk 1,50,persistent,THIN,/
app-08854,Hard disk 2,99,persistent,THIN,/data
db-08855,Hard disk 1,50,persistent,THIN,/
db-08855,Hard disk 2,429,persistent,THIN,/data
srv-08856,Hard disk 1,50,persistent,THIN,/
app-08857,Hard disk 1,50,persistent,THIN,/
app-08857,Hard disk 2,83,persistent,THIN,/data
app-08858,Hard disk 1,50,persistent,THIN,/
app-08858,Hard disk 2,84,persistent,THIN,/data
srv-08859,Hard disk 1,50,persistent,THIN,/
app-08860,Hard disk 1,50,persistent,THIN,/
app-08860,Hard disk 2,113,persistent,THIN,/data
app-08861,Hard disk 1,50,persistent,THIN,/
app-08861,Hard disk 2,127,persistent,THIN,/data
srv-08863,Hard disk 1,50,persistent,THIN,/
app-08864,Hard disk 1,50,persistent,THIN,/
app-08864,Hard disk 2,108,persistent,THIN,/data
app-08865,Hard disk 1,50,persistent,THIN,/
app-08865,Hard disk 2,116,persistent,THIN,/data
app-08866,Hard disk 1,50,persistent,THIN,/
app-08866,Hard disk 2,130,persistent,THIN,/data
srv-08867,Hard disk 1,50,persistent,THIN,/
app-08868,Hard disk 1,50,persistent,THIN,/
app-08868,Hard disk 2,102,persistent,THIN,/data
app-08869,Hard disk 1,50,persistent,THIN,/
app-08869,Hard disk 2,130,persistent,THIN,/data
srv-08870,Hard disk 1,50,persistent,THIN,/
app-08871,Hard disk 1,50,persistent,THIN,/
app-08871,Hard disk 2,119,persistent,THIN,/data
srv-08872,Hard disk 1,50,persistent,THIN,/
web-08873,Hard disk 1,40,persistent,THIN,/
app-08874,Hard disk 1,50,persistent,THIN,/
app-08874,Hard disk 2,116,persistent,THIN,/data
app-08876,Hard disk 1,50,persistent,THIN,/
app-08876,Hard disk 2,88,persistent,THIN,/data
web-08877,Hard disk 1,40,persistent,THIN,/
db-08878,Hard disk 1,50,persistent,THIN,/
db-08878,Hard disk 2,445,persistent,THIN,/data
srv-08879,Hard disk 1,50,persistent,THIN,/
srv-08880,Hard disk 1,50,persistent,THIN,/
web-08881,Hard disk 1,40,persistent,THIN,/
app-08882,Hard disk 1,50,persistent,THIN,/
app-08882,Hard disk 2,107,persistent,THIN,/data
db-08883,Hard disk 1,50,persistent,THIN,/
db-08883,Hard disk 2,400,persistent,THIN,/data
srv-08884,Hard disk 1,50,persistent,THIN,/
app-08885,Hard disk 1,50,persistent,THIN,/
app-08885,Hard disk 2,119,persistent,THIN,/data
app-08886,Hard disk 1,50,persistent,THIN,/
app-08886,Hard disk 2,105,persistent,THIN,/data
app-08887,Hard disk 1,50,persistent,THIN,/
app-08887,Hard disk 2,94,persistent,THIN,/data
srv-08888,Hard disk 1,50,persistent,THIN,/
srv-08890,Hard disk 1,50,persistent,THIN,/
app-08891,Hard disk 1,50,persistent,THIN,/
app-08891,Hard disk 2,112,persistent,THIN,/data
web-08892,Hard disk 1,40,persistent,THIN,/
srv-08893,Hard disk 1,50,persistent,THIN,/
web-08894,Hard disk 1,40,persistent,THIN,/
cache-08895,Hard disk 1,40,persistent,THIN,/
app-08896,Hard disk 1,50,persistent,THIN,/
app-08896,Hard disk 2,127,persistent,THIN,/data
app-08897,Hard disk 1,50,persistent,THIN,/
app-08897,Hard disk 2,87,persistent,THIN,/data
srv-08898,Hard disk 1,50,persistent,THIN,/
srv-08899,Hard disk 1,50,persistent,THIN,/
app-08900,Hard disk 1,50,persistent,THIN,/
app-08900,Hard disk 2,104,persistent,THIN,/data
app-08901,Hard disk 1,50,persistent,THIN,/
app-08901,Hard disk 2,128,persistent,THIN,/data
app-08902,Hard disk 1,50,persistent,THIN,/
app-08902,Hard disk 2,100,persistent,THIN,/data
app-08903,Hard disk 1,50,persistent,THIN,/
app-08903,Hard disk 2,95,persistent,THIN,/data
db-08904,Hard disk 1,50,persistent,THIN,/
db-08904,Hard disk 2,407,persistent,THIN,/data
app-08905,Hard disk 1,50,persistent,THIN,/
app-08905,Hard disk 2,81,persistent,THIN,/data
app-08906,Hard disk 1,50,persistent,THIN,/
app-08906,Hard disk 2,99,persistent,THIN,/data
app-08907,Hard disk 1,50,persistent,THIN,/
app-08907,Hard disk 2,87,persistent,THIN,/data
app-08908,Hard disk 1,50,persistent,THIN,/
app-08908,Hard disk 2,84,persistent,THIN,/data
srv-08909,Hard disk 1,50,persistent,THIN,/
app-08910,Hard disk 1,50,persistent,THIN,/
app-08910,Hard disk 2,110,persistent,THIN,/data
app-08912,Hard disk 1,50,persistent,THIN,/
app-08912,Hard disk 2,98,persistent,THIN,/data
app-08913,Hard disk 1,50,persistent,THIN,/
app-08913,Hard disk 2,106,persistent,THIN,/data
srv-08914,Hard disk 1,50,persistent,THIN,/
srv-08915,Hard disk 1,50,persistent,THIN,/
app-08916,Hard disk 1,50,persistent,THIN,/
app-08916,Hard disk 2,88,persistent,THIN,/data
app-08917,Hard disk 1,50,persistent,THIN,/
app-08917,Hard disk 2,98,persistent,THIN,/data
mon-08918,Hard disk 1,40,persistent,THIN,/
app-08919,Hard disk 1,50,persistent,THIN,/
app-08919,Hard disk 2,115,persistent,THIN,/data
db-08920,Hard disk 1,50,persistent,THIN,/
db-08920,Hard disk 2,425,persistent,THIN,/data
srv-08921,Hard disk 1,50,persistent,THIN,/
srv-08922,Hard disk 1,50,persistent,THIN,/
app-08923,Hard disk 1,50,persistent,THIN,/
app-08923,Hard disk 2,83,persistent,THIN,/data
app-08925,Hard disk 1,50,persistent,THIN,/
app-08925,Hard disk 2,81,persistent,THIN,/data
app-08926,Hard disk 1,50,persistent,THIN,/
app-08926,Hard disk 2,83,persistent,THIN,/data
web-08927,Hard disk 1,40,persistent,THIN,/
app-08928,Hard disk 1,50,persistent,THIN,/
app-08928,Hard disk 2,101,persistent,THIN,/data
app-08929,Hard disk 1,50,persistent,THIN,/
app-08929,Hard disk 2,108,persistent,THIN,/data
srv-08930,Hard disk 1,50,persistent,THIN,/
app-08931,Hard disk 1,50,persistent,THIN,/
app-08931,Hard disk 2,85,persistent,THIN,/data
db-08932,Hard disk 1,50,persistent,THIN,/
db-08932,Hard disk 2,403,persistent,THIN,/data
srv-08933,Hard disk 1,50,persistent,THIN,/
db-08934,Hard disk 1,50,persistent,THIN,/
db-08934,Hard disk 2,411,persistent,THIN,/data
app-08935,Hard disk 1,50,persistent,THIN,/
app-08935,Hard disk 2,110,persistent,THIN,/data
app-08936,Hard disk 1,50,persistent,THIN,/
app-08936,Hard disk 2,115,persistent,THIN,/data
db-08937,Hard disk 1,50,persistent,THIN,/
db-08937,Hard disk 2,431,persistent,THIN,/data
app-08938,Hard disk 1,50,persistent,THIN,/
app-08938,Hard disk 2,102,persistent,THIN,/data
db-08939,Hard disk 1,50,persistent,THIN,/
db-08939,Hard disk 2,450,persistent,THIN,/data
app-08940,Hard disk 1,50,persistent,THIN,/
app-08940,Hard disk 2,127,persistent,THIN,/data
srv-08941,Hard disk 1,50,persistent,THIN,/
app-08942,Hard disk 1,50,persistent,THIN,/
app-08942,Hard disk 2,96,persistent,THIN,/data
srv-08944,Hard disk 1,50,persistent,THIN,/
srv-08945,Hard disk 1,50,persistent,THIN,/
srv-08946,Hard disk 1,50,persistent,THIN,/
web-08947,Hard disk 1,40,persistent,THIN,/
app-08948,Hard disk 1,50,persistent,THIN,/
app-08948,Hard disk 2,103,persistent,THIN,/data
app-08949,Hard disk 1,50,persistent,THIN,/
app-08949,Hard disk 2,105,persistent,THIN,/data
app-08950,Hard disk 1,50,persistent,THIN,/
app-08950,Hard disk 2,117,persistent,THIN,/data
srv-08951,Hard disk 1,50,persistent,THIN,/
srv-08952,Hard disk 1,50,persistent,THIN,/
srv-08953,Hard disk 1,50,persistent,THIN,/
app-08954,Hard disk 1,50,persistent,THIN,/
app-08954,Hard disk 2,101,persistent,THIN,/data
app-08955,Hard disk 1,50,persistent,THIN,/
app-08955,Hard disk 2,83,persistent,THIN,/data
srv-08956,Hard disk 1,50,persistent,THIN,/
app-08957,Hard disk 1,50,persistent,THIN,/
app-08957,Hard disk 2,127,persistent,THIN,/data
srv-08958,Hard disk 1,50,persistent,THIN,/
app-08962,Hard disk 1,50,persistent,THIN,/
app-08962,Hard disk 2,124,persistent,THIN,/data
srv-08963,Hard disk 1,50,persistent,THIN,/
db-08964,Hard disk 1,50,persistent,THIN,/
db-08964,Hard disk 2,413,persistent,THIN,/data
app-08965,Hard disk 1,50,persistent,THIN,/
app-08965,Hard disk 2,99,persistent,THIN,/data
app-08966,Hard disk 1,50,persistent,THIN,/
app-08966,Hard disk 2,86,persistent,THIN,/data
web-08967,Hard disk 1,40,persistent,THIN,/
srv-08968,Hard disk 1,50,persistent,THIN,/
app-08969,Hard disk 1,50,persistent,THIN,/
app-08969,Hard disk 2,94,persistent,THIN,/data
web-08970,Hard disk 1,40,persistent,THIN,/
srv-08971,Hard disk 1,50,persistent,THIN,/
app-08972,Hard disk 1,50,persistent,THIN,/
app-08972,Hard disk 2,94,persistent,THIN,/data
srv-08973,Hard disk 1,50,persistent,THIN,/
srv-08974,Hard disk 1,50,persistent,THIN,/
cache-08975,Hard disk 1,40,persistent,THIN,/
app-08976,Hard disk 1,50,persistent,THIN,/
app-08976,Hard disk 2,93,persistent,THIN,/data
app-08977,Hard disk 1,50,persistent,THIN,/
app-08977,Hard disk 2,110,persistent,THIN,/data
srv-08978,Hard disk 1,50,persistent,THIN,/
srv-08979,Hard disk 1,50,persistent,THIN,/
srv-08980,Hard disk 1,50,persistent,THIN,/
app-08981,Hard disk 1,50,persistent,THIN,/
app-08981,Hard disk 2,120,persistent,THIN,/data
db-08982,Hard disk 1,50,persistent,THIN,/
db-08982,Hard disk 2,423,persistent,THIN,/data
srv-08986,Hard disk 1,50,persistent,THIN,/
app-08987,Hard disk 1,50,persistent,THIN,/
app-08987,Hard disk 2,88,persistent,THIN,/data
app-08988,Hard disk 1,50,persistent,THIN,/
app-08988,Hard disk 2,85,persistent,THIN,/data
web-08989,Hard disk 1,40,persistent,THIN,/
web-08990,Hard disk 1,40,persistent,THIN,/
db-08991,Hard disk 1,50,persistent,THIN,/
db-08991,Hard disk 2,411,persistent,THIN,/data
srv-08992,Hard disk 1,50,persistent,THIN,/
srv-08993,Hard disk 1,50,persistent,THIN,/
srv-08994,Hard disk 1,50,persistent,THIN,/
app-08995,Hard disk 1,50,persistent,THIN,/
app-08995,Hard disk 2,88,persistent,THIN,/data
app-08996,Hard disk 1,50,persistent,THIN,/
app-08996,Hard disk 2,89,persistent,THIN,/data
cache-08997,Hard disk 1,40,persistent,THIN,/
app-08998,Hard disk 1,50,persistent,THIN,/
app-08998,Hard disk 2,128,persistent,THIN,/data
app-09000,Hard disk 1,50,persistent,THIN,/
app-09000,Hard disk 2,92,persistent,THIN,/data
app-09001,Hard disk 1,50,persistent,THIN,/
app-09001,Hard disk 2,117,persistent,THIN,/data
db-09002,Hard disk 1,50,persistent,THIN,/
db-09002,Hard disk 2,426,persistent,THIN,/data
srv-09003,Hard disk 1,50,persistent,THIN,/
srv-09004,Hard disk 1,50,persistent,THIN,/
srv-09005,Hard disk 1,50,persistent,THIN,/
app-09006,Hard disk 1,50,persistent,THIN,/
app-09006,Hard disk 2,101,persistent,THIN,/data
app-09007,Hard disk 1,50,persistent,THIN,/
app-09007,Hard disk 2,83,persistent,THIN,/data
app-09009,Hard disk 1,50,persistent,THIN,/
app-09009,Hard disk 2,102,persistent,THIN,/data
app-09010,Hard disk 1,50,persistent,THIN,/
app-09010,Hard disk 2,98,persistent,THIN,/data
db-09012,Hard disk 1,50,persistent,THIN,/
db-09012,Hard disk 2,415,persistent,THIN,/data
app-09013,Hard disk 1,50,persistent,THIN,/
app-09013,Hard disk 2,121,persistent,THIN,/data
srv-09014,Hard disk 1,50,persistent,THIN,/
db-09015,Hard disk 1,50,persistent,THIN,/
db-09015,Hard disk 2,414,persistent,THIN,/data
app-09016,Hard disk 1,50,persistent,THIN,/
app-09016,Hard disk 2,83,persistent,THIN,/data
app-09017,Hard disk 1,50,persistent,THIN,/
app-09017,Hard disk 2,118,persistent,THIN,/data
web-09018,Hard disk 1,40,persistent,THIN,/
app-09019,Hard disk 1,50,persistent,THIN,/
app-09019,Hard disk 2,115,persistent,THIN,/data
app-09022,Hard disk 1,50,persistent,THIN,/
app-09022,Hard disk 2,101,persistent,THIN,/data
db-09023,Hard disk 1,50,persistent,THIN,/
db-09023,Hard disk 2,431,persistent,THIN,/data
cache-09024,Hard disk 1,40,persistent,THIN,/
srv-09025,Hard disk 1,50,persistent,THIN,/
app-09027,Hard disk 1,50,persistent,THIN,/
app-09027,Hard disk 2,100,persistent,THIN,/data
cache-09028,Hard disk 1,40,persistent,THIN,/
app-09029,Hard disk 1,50,persistent,THIN,/
app-09029,Hard disk 2,108,persistent,THIN,/data
mon-09030,Hard disk 1,40,persistent,THIN,/
srv-09031,Hard disk 1,50,persistent,THIN,/
app-09032,Hard disk 1,50,persistent,THIN,/
app-09032,Hard disk 2,130,persistent,THIN,/data
db-09033,Hard disk 1,50,persistent,THIN,/
db-09033,Hard disk 2,435,persistent,THIN,/data
cache-09034,Hard disk 1,40,persistent,THIN,/
web-09035,Hard disk 1,40,persistent,THIN,/
srv-09036,Hard disk 1,50,persistent,THIN,/
app-09037,Hard disk 1,50,persistent,THIN,/
app-09037,Hard disk 2,90,persistent,THIN,/data
db-09038,Hard disk 1,50,persistent,THIN,/
db-09038,Hard disk 2,432,persistent,THIN,/data
app-09039,Hard disk 1,50,persistent,THIN,/
app-09039,Hard disk 2,127,persistent,THIN,/data
app-09040,Hard disk 1,50,persistent,THIN,/
app-09040,Hard disk 2,99,persistent,THIN,/data
web-09041,Hard disk 1,40,persistent,THIN,/
app-09043,Hard disk 1,50,persistent,THIN,/
app-09043,Hard disk 2,116,persistent,THIN,/data
db-09044,Hard disk 1,50,persistent,THIN,/
db-09044,Hard disk 2,410,persistent,THIN,/data
web-09045,Hard disk 1,40,persistent,THIN,/
db-09046,Hard disk 1,50,persistent,THIN,/
db-09046,Hard disk 2,405,persistent,THIN,/data
srv-09050,Hard disk 1,50,persistent,THIN,/
srv-09051,Hard disk 1,50,persistent,THIN,/
app-09052,Hard disk 1,50,persistent,THIN,/
app-09052,Hard disk 2,118,persistent,THIN,/data
srv-09053,Hard disk 1,50,persistent,THIN,/
app-09054,Hard disk 1,50,persistent,THIN,/
app-09054,Hard disk 2,109,persistent,THIN,/data
app-09055,Hard disk 1,50,persistent,THIN,/
app-09055,Hard disk 2,120,persistent,THIN,/data
db-09057,Hard disk 1,50,persistent,THIN,/
db-09057,Hard disk 2,447,persistent,THIN,/data
web-09058,Hard disk 1,40,persistent,THIN,/
srv-09059,Hard disk 1,50,persistent,THIN,/
app-09060,Hard disk 1,50,persistent,THIN,/
app-09060,Hard disk 2,90,persistent,THIN,/data
db-09061,Hard disk 1,50,persistent,THIN,/
db-09061,Hard disk 2,403,persistent,THIN,/data
app-09062,Hard disk 1,50,persistent,THIN,/
app-09062,Hard disk 2,118,persistent,THIN,/data
srv-09065,Hard disk 1,50,persistent,THIN,/
cache-09066,Hard disk 1,40,persistent,THIN,/
web-09068,Hard disk 1,40,persistent,THIN,/
srv-09070,Hard disk 1,50,persistent,THIN,/
srv-09072,Hard disk 1,50,persistent,THIN,/
db-09074,Hard disk 1,50,persistent,THIN,/
db-09074,Hard disk 2,430,persistent,THIN,/data
app-09075,Hard disk 1,50,persistent,THIN,/
app-09075,Hard disk 2,116,persistent,THIN,/data
web-09077,Hard disk 1,40,persistent,THIN,/
srv-09078,Hard disk 1,50,persistent,THIN,/
srv-09079,Hard disk 1,50,persistent,THIN,/
app-09080,Hard disk 1,50,persistent,THIN,/
app-09080,Hard disk 2,91,persistent,THIN,/data
srv-09081,Hard disk 1,50,persistent,THIN,/
app-09082,Hard disk 1,50,persistent,THIN,/
app-09082,Hard disk 2,115,persistent,THIN,/data
db-09083,Hard disk 1,50,persistent,THIN,/
db-09083,Hard disk 2,433,persistent,THIN,/data
app-09084,Hard disk 1,50,persistent,THIN,/
app-09084,Hard disk 2,89,persistent,THIN,/data
srv-09085,Hard disk 1,50,persistent,THIN,/
mon-09086,Hard disk 1,40,persistent,THIN,/
srv-09089,Hard disk 1,50,persistent,THIN,/
db-09090,Hard disk 1,50,persistent,THIN,/
db-09090,Hard disk 2,442,persistent,THIN,/data
srv-09093,Hard disk 1,50,persistent,THIN,/
db-09094,Hard disk 1,50,persistent,THIN,/
db-09094,Hard disk 2,418,persistent,THIN,/data
app-09095,Hard disk 1,50,persistent,THIN,/
app-09095,Hard disk 2,95,persistent,THIN,/data
srv-09096,Hard disk 1,50,persistent,THIN,/
app-09098,Hard disk 1,50,persistent,THIN,/
app-09098,Hard disk 2,111,persistent,THIN,/data
app-09101,Hard disk 1,50,persistent,THIN,/
app-09101,Hard disk 2,88,persistent,THIN,/data
srv-09102,Hard disk 1,50,persistent,THIN,/
app-09104,Hard disk 1,50,persistent,THIN,/
app-09104,Hard disk 2,94,persistent,THIN,/data
app-09105,Hard disk 1,50,persistent,THIN,/
app-09105,Hard disk 2,93,persistent,THIN,/data
db-09107,Hard disk 1,50,persistent,THIN,/
db-09107,Hard disk 2,424,persistent,THIN,/data
db-09109,Hard disk 1,50,persistent,THIN,/
db-09109,Hard disk 2,434,persistent,THIN,/data
srv-09110,Hard disk 1,50,persistent,THIN,/
app-09111,Hard disk 1,50,persistent,THIN,/
app-09111,Hard disk 2,105,persistent,THIN,/data
app-09112,Hard disk 1,50,persistent,THIN,/
app-09112,Hard disk 2,83,persistent,THIN,/data
srv-09113,Hard disk 1,50,persistent,THIN,/
app-09114,Hard disk 1,50,persistent,THIN,/
app-09114,Hard disk 2,107,persistent,THIN,/data
app-09115,Hard disk 1,50,persistent,THIN,/
app-09115,Hard disk 2,116,persistent,THIN,/data
app-09116,Hard disk 1,50,persistent,THIN,/
app-09116,Hard disk 2,128,persistent,THIN,/data
srv-09117,Hard disk 1,50,persistent,THIN,/
cache-09118,Hard disk 1,40,persistent,THIN,/
mon-09119,Hard disk 1,40,persistent,THIN,/
srv-09120,Hard disk 1,50,persistent,THIN,/
srv-09121,Hard disk 1,50,persistent,THIN,/
db-09122,Hard disk 1,50,persistent,THIN,/
db-09122,Hard disk 2,429,persistent,THIN,/data
app-09123,Hard disk 1,50,persistent,THIN,/
app-09123,Hard disk 2,114,persistent,THIN,/data
srv-09124,Hard disk 1,50,persistent,THIN,/
app-09125,Hard disk 1,50,persistent,THIN,/
app-09125,Hard disk 2,100,persistent,THIN,/data
app-09126,Hard disk 1,50,persistent,THIN,/
app-09126,Hard disk 2,106,persistent,THIN,/data
app-09127,Hard disk 1,50,persistent,THIN,/
app-09127,Hard disk 2,113,persistent,THIN,/data
app-09128,Hard disk 1,50,persistent,THIN,/
app-09128,Hard disk 2,110,persistent,THIN,/data
db-09129,Hard disk 1,50,persistent,THIN,/
db-09129,Hard disk 2,447,persistent,THIN,/data
app-09130,Hard disk 1,50,persistent,THIN,/
app-09130,Hard disk 2,127,persistent,THIN,/data
app-09131,Hard disk 1,50,persistent,THIN,/
app-09131,Hard disk 2,106,persistent,THIN,/data
app-09132,Hard disk 1,50,persistent,THIN,/
app-09132,Hard disk 2,94,persistent,THIN,/data
app-09133,Hard disk 1,50,persistent,THIN,/
app-09133,Hard disk 2,125,persistent,THIN,/data
db-09134,Hard disk 1,50,persistent,THIN,/
db-09134,Hard disk 2,420,persistent,THIN,/data
app-09135,Hard disk 1,50,persistent,THIN,/
app-09135,Hard disk 2,102,persistent,THIN,/data
srv-09136,Hard disk 1,50,persistent,THIN,/
web-09137,Hard disk 1,40,persistent,THIN,/
app-09138,Hard disk 1,50,persistent,THIN,/
app-09138,Hard disk 2,103,persistent,THIN,/data
web-09139,Hard disk 1,40,persistent,THIN,/
web-09140,Hard disk 1,40,persistent,THIN,/
app-09142,Hard disk 1,50,persistent,THIN,/
app-09142,Hard disk 2,91,persistent,THIN,/data
db-09144,Hard disk 1,50,persistent,THIN,/
db-09144,Hard disk 2,401,persistent,THIN,/data
app-09145,Hard disk 1,50,persistent,THIN,/
app-09145,Hard disk 2,117,persistent,THIN,/data
app-09146,Hard disk 1,50,persistent,THIN,/
app-09146,Hard disk 2,97,persistent,THIN,/data
srv-09147,Hard disk 1,50,persistent,THIN,/
srv-09148,Hard disk 1,50,persistent,THIN,/
srv-09149,Hard disk 1,50,persistent,THIN,/
app-09151,Hard disk 1,50,persistent,THIN,/
app-09151,Hard disk 2,102,persistent,THIN,/data
srv-09152,Hard disk 1,50,persistent,THIN,/
srv-09153,Hard disk 1,50,persistent,THIN,/
web-09154,Hard disk 1,40,persistent,THIN,/
app-09155,Hard disk 1,50,persistent,THIN,/
app-09155,Hard disk 2,87,persistent,THIN,/data
db-09156,Hard disk 1,50,persistent,THIN,/
db-09156,Hard disk 2,445,persistent,THIN,/data
srv-09158,Hard disk 1,50,persistent,THIN,/
srv-09160,Hard disk 1,50,persistent,THIN,/
app-09161,Hard disk 1,50,persistent,THIN,/
app-09161,Hard disk 2,113,persistent,THIN,/data
cache-09162,Hard disk 1,40,persistent,THIN,/
app-09163,Hard disk 1,50,persistent,THIN,/
app-09163,Hard disk 2,102,persistent,THIN,/data
app-09164,Hard disk 1,50,persistent,THIN,/
app-09164,Hard disk 2,91,persistent,THIN,/data
app-09165,Hard disk 1,50,persistent,THIN,/
app-09165,Hard disk 2,124,persistent,THIN,/data
app-09166,Hard disk 1,50,persistent,THIN,/
app-09166,Hard disk 2,93,persistent,THIN,/data
web-09167,Hard disk 1,40,persistent,THIN,/
app-09169,Hard disk 1,50,persistent,THIN,/
app-09169,Hard disk 2,110,persistent,THIN,/data
cache-09170,Hard disk 1,40,persistent,THIN,/
app-09171,Hard disk 1,50,persistent,THIN,/
app-09171,Hard disk 2,122,persistent,THIN,/data
srv-09172,Hard disk 1,50,persistent,THIN,/
srv-09173,Hard disk 1,50,persistent,THIN,/
app-09175,Hard disk 1,50,persistent,THIN,/
app-09175,Hard disk 2,105,persistent,THIN,/data
srv-09176,Hard disk 1,50,persistent,THIN,/
srv-09177,Hard disk 1,50,persistent,THIN,/
app-09178,Hard disk 1,50,persistent,THIN,/
app-09178,Hard disk 2,123,persistent,THIN,/data
srv-09179,Hard disk 1,50,persistent,THIN,/
srv-09180,Hard disk 1,50,persistent,THIN,/
srv-09181,Hard disk 1,50,persistent,THIN,/
srv-09182,Hard disk 1,50,persistent,THIN,/
db-09183,Hard disk 1,50,persistent,THIN,/
db-09183,Hard disk 2,447,persistent,THIN,/data
app-09184,Hard disk 1,50,persistent,THIN,/
app-09184,Hard disk 2,109,persistent,THIN,/data
srv-09185,Hard disk 1,50,persistent,THIN,/
app-09186,Hard disk 1,50,persistent,THIN,/
app-09186,Hard disk 2,101,persistent,THIN,/data
web-09188,Hard disk 1,40,persistent,THIN,/
app-09189,Hard disk 1,50,persistent,THIN,/
app-09189,Hard disk 2,107,persistent,THIN,/data
app-09190,Hard disk 1,50,persistent,THIN,/
app-09190,Hard disk 2,85,persistent,THIN,/data
srv-09191,Hard disk 1,50,persistent,THIN,/
srv-09192,Hard disk 1,50,persistent,THIN,/
db-09193,Hard disk 1,50,persistent,THIN,/
db-09193,Hard disk 2,450,persistent,THIN,/data
app-09195,Hard disk 1,50,persistent,THIN,/
app-09195,Hard disk 2,112,persistent,THIN,/data
app-09196,Hard disk 1,50,persistent,THIN,/
app-09196,Hard disk 2,92,persistent,THIN,/data
cache-09197,Hard disk 1,40,persistent,THIN,/
app-09198,Hard disk 1,50,persistent,THIN,/
app-09198,Hard disk 2,130,persistent,THIN,/data
app-09199,Hard disk 1,50,persistent,THIN,/
app-09199,Hard disk 2,101,persistent,THIN,/data
srv-09200,Hard disk 1,50,persistent,THIN,/
mon-09201,Hard disk 1,40,persistent,THIN,/
cache-09202,Hard disk 1,40,persistent,THIN,/
db-09203,Hard disk 1,50,persistent,THIN,/
db-09203,Hard disk 2,435,persistent,THIN,/data
srv-09204,Hard disk 1,50,persistent,THIN,/
srv-09206,Hard disk 1,50,persistent,THIN,/
srv-09207,Hard disk 1,50,persistent,THIN,/
srv-09208,Hard disk 1,50,persistent,THIN,/
app-09209,Hard disk 1,50,persistent,THIN,/
app-09209,Hard disk 2,128,persistent,THIN,/data
srv-09210,Hard disk 1,50,persistent,THIN,/
srv-09211,Hard disk 1,50,persistent,THIN,/
web-09212,Hard disk 1,40,persistent,THIN,/
mon-09213,Hard disk 1,40,persistent,THIN,/
app-09214,Hard disk 1,50,persistent,THIN,/
app-09214,Hard disk 2,96,persistent,THIN,/data
app-09215,Hard disk 1,50,persistent,THIN,/
app-09215,Hard disk 2,129,persistent,THIN,/data
app-09216,Hard disk 1,50,persistent,THIN,/
app-09216,Hard disk 2,130,persistent,THIN,/data
web-09217,Hard disk 1,40,persistent,THIN,/
srv-09218,Hard disk 1,50,persistent,THIN,/
app-09219,Hard disk 1,50,persistent,THIN,/
app-09219,Hard disk 2,119,persistent,THIN,/data
srv-09220,Hard disk 1,50,persistent,THIN,/
